# Region type : patch inlet
# Faces  :      110
# Area   :      1.20000000e+01
# Time          	sum(phi)
12.4            	-1.20000000e+01
12.45           	-1.20000000e+01
12.5            	-1.20000000e+01
12.55           	-1.20000000e+01
12.6            	-1.20000000e+01
12.65           	-1.20000000e+01
12.7            	-1.20000000e+01
12.75           	-1.20000000e+01
12.8            	-1.20000000e+01
12.85           	-1.20000000e+01
12.9            	-1.20000000e+01
12.95           	-1.20000000e+01
13              	-1.20000000e+01
13.05           	-1.20000000e+01
13.1            	-1.20000000e+01
13.15           	-1.20000000e+01
13.2            	-1.20000000e+01
13.25           	-1.20000000e+01
13.3            	-1.20000000e+01
13.35           	-1.20000000e+01
13.4            	-1.20000000e+01
13.45           	-1.20000000e+01
13.5            	-1.20000000e+01
13.55           	-1.20000000e+01
13.6            	-1.20000000e+01
13.65           	-1.20000000e+01
13.7            	-1.20000000e+01
13.75           	-1.20000000e+01
13.8            	-1.20000000e+01
13.85           	-1.20000000e+01
13.9            	-1.20000000e+01
13.95           	-1.20000000e+01
14              	-1.20000000e+01
14.05           	-1.20000000e+01
14.1            	-1.20000000e+01
14.15           	-1.20000000e+01
14.2            	-1.20000000e+01
14.25           	-1.20000000e+01
14.3            	-1.20000000e+01
14.35           	-1.20000000e+01
14.4            	-1.20000000e+01
14.45           	-1.20000000e+01
14.5            	-1.20000000e+01
14.55           	-1.20000000e+01
14.6            	-1.20000000e+01
14.65           	-1.20000000e+01
14.7            	-1.20000000e+01
14.75           	-1.20000000e+01
14.8            	-1.20000000e+01
14.85           	-1.20000000e+01
14.9            	-1.20000000e+01
14.95           	-1.20000000e+01
15              	-1.20000000e+01
15.05           	-1.20000000e+01
15.1            	-1.20000000e+01
15.15           	-1.20000000e+01
15.2            	-1.20000000e+01
15.25           	-1.20000000e+01
15.3            	-1.20000000e+01
15.35           	-1.20000000e+01
15.4            	-1.20000000e+01
15.45           	-1.20000000e+01
15.5            	-1.20000000e+01
15.55           	-1.20000000e+01
15.6            	-1.20000000e+01
15.65           	-1.20000000e+01
15.7            	-1.20000000e+01
15.75           	-1.20000000e+01
15.8            	-1.20000000e+01
15.85           	-1.20000000e+01
15.9            	-1.20000000e+01
15.95           	-1.20000000e+01
16              	-1.20000000e+01
16.05           	-1.20000000e+01
16.1            	-1.20000000e+01
16.15           	-1.20000000e+01
16.2            	-1.20000000e+01
16.25           	-1.20000000e+01
16.3            	-1.20000000e+01
16.35           	-1.20000000e+01
16.4            	-1.20000000e+01
16.45           	-1.20000000e+01
16.5            	-1.20000000e+01
16.55           	-1.20000000e+01
16.6            	-1.20000000e+01
16.65           	-1.20000000e+01
16.7            	-1.20000000e+01
16.75           	-1.20000000e+01
16.8            	-1.20000000e+01
16.85           	-1.20000000e+01
16.9            	-1.20000000e+01
16.95           	-1.20000000e+01
17              	-1.20000000e+01
17.05           	-1.20000000e+01
17.1            	-1.20000000e+01
17.15           	-1.20000000e+01
17.2            	-1.20000000e+01
17.25           	-1.20000000e+01
17.3            	-1.20000000e+01
17.35           	-1.20000000e+01
17.4            	-1.20000000e+01
17.45           	-1.20000000e+01
17.5            	-1.20000000e+01
17.55           	-1.20000000e+01
17.6            	-1.20000000e+01
17.65           	-1.20000000e+01
17.7            	-1.20000000e+01
17.75           	-1.20000000e+01
17.8            	-1.20000000e+01
17.85           	-1.20000000e+01
17.9            	-1.20000000e+01
17.95           	-1.20000000e+01
18              	-1.20000000e+01
18.05           	-1.20000000e+01
18.1            	-1.20000000e+01
18.15           	-1.20000000e+01
18.2            	-1.20000000e+01
18.25           	-1.20000000e+01
18.3            	-1.20000000e+01
18.35           	-1.20000000e+01
18.4            	-1.20000000e+01
18.45           	-1.20000000e+01
18.5            	-1.20000000e+01
18.55           	-1.20000000e+01
18.6            	-1.20000000e+01
18.65           	-1.20000000e+01
18.7            	-1.20000000e+01
18.75           	-1.20000000e+01
18.8            	-1.20000000e+01
18.85           	-1.20000000e+01
18.9            	-1.20000000e+01
18.95           	-1.20000000e+01
19              	-1.20000000e+01
19.05           	-1.20000000e+01
19.1            	-1.20000000e+01
19.15           	-1.20000000e+01
19.2            	-1.20000000e+01
19.25           	-1.20000000e+01
19.3            	-1.20000000e+01
19.35           	-1.20000000e+01
19.4            	-1.20000000e+01
19.45           	-1.20000000e+01
19.5            	-1.20000000e+01
19.55           	-1.20000000e+01
19.6            	-1.20000000e+01
19.65           	-1.20000000e+01
19.7            	-1.20000000e+01
19.75           	-1.20000000e+01
19.8            	-1.20000000e+01
19.85           	-1.20000000e+01
19.9            	-1.20000000e+01
19.95           	-1.20000000e+01
20              	-1.20000000e+01
20.05           	-1.20000000e+01
20.1            	-1.20000000e+01
20.15           	-1.20000000e+01
20.2            	-1.20000000e+01
20.25           	-1.20000000e+01
20.3            	-1.20000000e+01
20.35           	-1.20000000e+01
20.4            	-1.20000000e+01
20.45           	-1.20000000e+01
20.5            	-1.20000000e+01
20.55           	-1.20000000e+01
20.6            	-1.20000000e+01
20.65           	-1.20000000e+01
20.7            	-1.20000000e+01
20.75           	-1.20000000e+01
20.8            	-1.20000000e+01
20.85           	-1.20000000e+01
20.9            	-1.20000000e+01
20.95           	-1.20000000e+01
21              	-1.20000000e+01
21.05           	-1.20000000e+01
21.1            	-1.20000000e+01
21.15           	-1.20000000e+01
21.2            	-1.20000000e+01
21.25           	-1.20000000e+01
21.3            	-1.20000000e+01
21.35           	-1.20000000e+01
21.4            	-1.20000000e+01
21.45           	-1.20000000e+01
21.5            	-1.20000000e+01
21.55           	-1.20000000e+01
21.6            	-1.20000000e+01
21.65           	-1.20000000e+01
21.7            	-1.20000000e+01
21.75           	-1.20000000e+01
21.8            	-1.20000000e+01
21.85           	-1.20000000e+01
21.9            	-1.20000000e+01
21.95           	-1.20000000e+01
22              	-1.20000000e+01
22.05           	-1.20000000e+01
22.1            	-1.20000000e+01
22.15           	-1.20000000e+01
22.2            	-1.20000000e+01
22.25           	-1.20000000e+01
22.3            	-1.20000000e+01
22.35           	-1.20000000e+01
22.4            	-1.20000000e+01
22.45           	-1.20000000e+01
22.5            	-1.20000000e+01
22.55           	-1.20000000e+01
22.6            	-1.20000000e+01
22.65           	-1.20000000e+01
22.7            	-1.20000000e+01
22.75           	-1.20000000e+01
22.8            	-1.20000000e+01
22.85           	-1.20000000e+01
22.9            	-1.20000000e+01
22.95           	-1.20000000e+01
23              	-1.20000000e+01
23.05           	-1.20000000e+01
23.1            	-1.20000000e+01
23.15           	-1.20000000e+01
23.2            	-1.20000000e+01
23.25           	-1.20000000e+01
23.3            	-1.20000000e+01
23.35           	-1.20000000e+01
23.4            	-1.20000000e+01
23.45           	-1.20000000e+01
23.5            	-1.20000000e+01
23.55           	-1.20000000e+01
23.6            	-1.20000000e+01
23.65           	-1.20000000e+01
23.7            	-1.20000000e+01
23.75           	-1.20000000e+01
23.8            	-1.20000000e+01
23.85           	-1.20000000e+01
23.9            	-1.20000000e+01
23.95           	-1.20000000e+01
24              	-1.20000000e+01
24.05           	-1.20000000e+01
24.1            	-1.20000000e+01
24.15           	-1.20000000e+01
24.2            	-1.20000000e+01
24.25           	-1.20000000e+01
24.3            	-1.20000000e+01
24.35           	-1.20000000e+01
24.4            	-1.20000000e+01
24.45           	-1.20000000e+01
24.5            	-1.20000000e+01
24.55           	-1.20000000e+01
24.6            	-1.20000000e+01
24.65           	-1.20000000e+01
24.7            	-1.20000000e+01
24.75           	-1.20000000e+01
24.8            	-1.20000000e+01
24.85           	-1.20000000e+01
24.9            	-1.20000000e+01
24.95           	-1.20000000e+01
25              	-1.20000000e+01
25.05           	-1.20000000e+01
25.1            	-1.20000000e+01
25.15           	-1.20000000e+01
25.2            	-1.20000000e+01
25.25           	-1.20000000e+01
25.3            	-1.20000000e+01
25.35           	-1.20000000e+01
25.4            	-1.20000000e+01
25.45           	-1.20000000e+01
25.5            	-1.20000000e+01
25.55           	-1.20000000e+01
25.6            	-1.20000000e+01
25.65           	-1.20000000e+01
25.7            	-1.20000000e+01
25.75           	-1.20000000e+01
25.8            	-1.20000000e+01
25.85           	-1.20000000e+01
25.9            	-1.20000000e+01
25.95           	-1.20000000e+01
26              	-1.20000000e+01
26.05           	-1.20000000e+01
26.1            	-1.20000000e+01
26.15           	-1.20000000e+01
26.2            	-1.20000000e+01
26.25           	-1.20000000e+01
26.3            	-1.20000000e+01
26.35           	-1.20000000e+01
26.4            	-1.20000000e+01
26.45           	-1.20000000e+01
26.5            	-1.20000000e+01
26.55           	-1.20000000e+01
26.6            	-1.20000000e+01
26.65           	-1.20000000e+01
26.7            	-1.20000000e+01
26.75           	-1.20000000e+01
26.8            	-1.20000000e+01
26.85           	-1.20000000e+01
26.9            	-1.20000000e+01
26.95           	-1.20000000e+01
27              	-1.20000000e+01
27.05           	-1.20000000e+01
27.1            	-1.20000000e+01
27.15           	-1.20000000e+01
27.2            	-1.20000000e+01
27.25           	-1.20000000e+01
27.3            	-1.20000000e+01
27.35           	-1.20000000e+01
27.4            	-1.20000000e+01
27.45           	-1.20000000e+01
27.5            	-1.20000000e+01
27.55           	-1.20000000e+01
27.6            	-1.20000000e+01
27.65           	-1.20000000e+01
27.7            	-1.20000000e+01
27.75           	-1.20000000e+01
27.8            	-1.20000000e+01
27.85           	-1.20000000e+01
27.9            	-1.20000000e+01
27.95           	-1.20000000e+01
28              	-1.20000000e+01
28.05           	-1.20000000e+01
28.1            	-1.20000000e+01
28.15           	-1.20000000e+01
28.2            	-1.20000000e+01
28.25           	-1.20000000e+01
28.3            	-1.20000000e+01
28.35           	-1.20000000e+01
28.4            	-1.20000000e+01
28.45           	-1.20000000e+01
28.5            	-1.20000000e+01
28.55           	-1.20000000e+01
28.6            	-1.20000000e+01
28.65           	-1.20000000e+01
28.7            	-1.20000000e+01
28.75           	-1.20000000e+01
28.8            	-1.20000000e+01
28.85           	-1.20000000e+01
28.9            	-1.20000000e+01
28.95           	-1.20000000e+01
29              	-1.20000000e+01
29.05           	-1.20000000e+01
29.1            	-1.20000000e+01
29.15           	-1.20000000e+01
29.2            	-1.20000000e+01
29.25           	-1.20000000e+01
29.3            	-1.20000000e+01
29.35           	-1.20000000e+01
29.4            	-1.20000000e+01
29.45           	-1.20000000e+01
29.5            	-1.20000000e+01
29.55           	-1.20000000e+01
29.6            	-1.20000000e+01
29.65           	-1.20000000e+01
29.7            	-1.20000000e+01
29.75           	-1.20000000e+01
29.8            	-1.20000000e+01
29.85           	-1.20000000e+01
29.9            	-1.20000000e+01
29.95           	-1.20000000e+01
30              	-1.20000000e+01
30.05           	-1.20000000e+01
30.1            	-1.20000000e+01
30.15           	-1.20000000e+01
30.2            	-1.20000000e+01
30.25           	-1.20000000e+01
30.3            	-1.20000000e+01
30.35           	-1.20000000e+01
30.4            	-1.20000000e+01
30.45           	-1.20000000e+01
30.5            	-1.20000000e+01
30.55           	-1.20000000e+01
30.6            	-1.20000000e+01
30.65           	-1.20000000e+01
30.7            	-1.20000000e+01
30.75           	-1.20000000e+01
30.8            	-1.20000000e+01
30.85           	-1.20000000e+01
30.9            	-1.20000000e+01
30.95           	-1.20000000e+01
31              	-1.20000000e+01
31.05           	-1.20000000e+01
31.1            	-1.20000000e+01
31.15           	-1.20000000e+01
31.2            	-1.20000000e+01
31.25           	-1.20000000e+01
31.3            	-1.20000000e+01
31.35           	-1.20000000e+01
31.4            	-1.20000000e+01
31.45           	-1.20000000e+01
31.5            	-1.20000000e+01
31.55           	-1.20000000e+01
31.6            	-1.20000000e+01
31.65           	-1.20000000e+01
31.7            	-1.20000000e+01
31.75           	-1.20000000e+01
31.8            	-1.20000000e+01
31.85           	-1.20000000e+01
31.9            	-1.20000000e+01
31.95           	-1.20000000e+01
32              	-1.20000000e+01
32.05           	-1.20000000e+01
32.1            	-1.20000000e+01
32.15           	-1.20000000e+01
32.2            	-1.20000000e+01
32.25           	-1.20000000e+01
32.3            	-1.20000000e+01
32.35           	-1.20000000e+01
32.4            	-1.20000000e+01
32.45           	-1.20000000e+01
32.5            	-1.20000000e+01
32.55           	-1.20000000e+01
32.6            	-1.20000000e+01
32.65           	-1.20000000e+01
32.7            	-1.20000000e+01
32.75           	-1.20000000e+01
32.8            	-1.20000000e+01
32.85           	-1.20000000e+01
32.9            	-1.20000000e+01
32.95           	-1.20000000e+01
33              	-1.20000000e+01
33.05           	-1.20000000e+01
33.1            	-1.20000000e+01
33.15           	-1.20000000e+01
33.2            	-1.20000000e+01
33.25           	-1.20000000e+01
33.3            	-1.20000000e+01
33.35           	-1.20000000e+01
33.4            	-1.20000000e+01
33.45           	-1.20000000e+01
33.5            	-1.20000000e+01
33.55           	-1.20000000e+01
33.6            	-1.20000000e+01
33.65           	-1.20000000e+01
33.7            	-1.20000000e+01
33.75           	-1.20000000e+01
33.8            	-1.20000000e+01
33.85           	-1.20000000e+01
33.9            	-1.20000000e+01
33.95           	-1.20000000e+01
34              	-1.20000000e+01
34.05           	-1.20000000e+01
34.1            	-1.20000000e+01
34.15           	-1.20000000e+01
34.2            	-1.20000000e+01
34.25           	-1.20000000e+01
34.3            	-1.20000000e+01
34.35           	-1.20000000e+01
34.4            	-1.20000000e+01
34.45           	-1.20000000e+01
34.5            	-1.20000000e+01
34.55           	-1.20000000e+01
34.6            	-1.20000000e+01
34.65           	-1.20000000e+01
34.7            	-1.20000000e+01
34.75           	-1.20000000e+01
34.8            	-1.20000000e+01
34.85           	-1.20000000e+01
34.9            	-1.20000000e+01
34.95           	-1.20000000e+01
35              	-1.20000000e+01
35.05           	-1.20000000e+01
35.1            	-1.20000000e+01
35.15           	-1.20000000e+01
35.2            	-1.20000000e+01
35.25           	-1.20000000e+01
35.3            	-1.20000000e+01
35.35           	-1.20000000e+01
35.4            	-1.20000000e+01
35.45           	-1.20000000e+01
35.5            	-1.20000000e+01
35.55           	-1.20000000e+01
35.6            	-1.20000000e+01
35.65           	-1.20000000e+01
35.7            	-1.20000000e+01
35.75           	-1.20000000e+01
35.8            	-1.20000000e+01
35.85           	-1.20000000e+01
35.9            	-1.20000000e+01
35.95           	-1.20000000e+01
36              	-1.20000000e+01
36.05           	-1.20000000e+01
36.1            	-1.20000000e+01
36.15           	-1.20000000e+01
36.2            	-1.20000000e+01
36.25           	-1.20000000e+01
36.3            	-1.20000000e+01
36.35           	-1.20000000e+01
36.4            	-1.20000000e+01
36.45           	-1.20000000e+01
36.5            	-1.20000000e+01
36.55           	-1.20000000e+01
36.6            	-1.20000000e+01
36.65           	-1.20000000e+01
36.7            	-1.20000000e+01
36.75           	-1.20000000e+01
36.8            	-1.20000000e+01
36.85           	-1.20000000e+01
36.9            	-1.20000000e+01
36.95           	-1.20000000e+01
37              	-1.20000000e+01
37.05           	-1.20000000e+01
37.1            	-1.20000000e+01
37.15           	-1.20000000e+01
37.2            	-1.20000000e+01
37.25           	-1.20000000e+01
37.3            	-1.20000000e+01
37.35           	-1.20000000e+01
37.4            	-1.20000000e+01
37.45           	-1.20000000e+01
37.5            	-1.20000000e+01
37.55           	-1.20000000e+01
37.6            	-1.20000000e+01
37.65           	-1.20000000e+01
37.7            	-1.20000000e+01
37.75           	-1.20000000e+01
37.8            	-1.20000000e+01
37.85           	-1.20000000e+01
37.9            	-1.20000000e+01
37.95           	-1.20000000e+01
38              	-1.20000000e+01
38.05           	-1.20000000e+01
38.1            	-1.20000000e+01
38.15           	-1.20000000e+01
38.2            	-1.20000000e+01
38.25           	-1.20000000e+01
38.3            	-1.20000000e+01
38.35           	-1.20000000e+01
38.4            	-1.20000000e+01
38.45           	-1.20000000e+01
38.5            	-1.20000000e+01
38.55           	-1.20000000e+01
38.6            	-1.20000000e+01
38.65           	-1.20000000e+01
38.7            	-1.20000000e+01
38.75           	-1.20000000e+01
38.8            	-1.20000000e+01
38.85           	-1.20000000e+01
38.9            	-1.20000000e+01
38.95           	-1.20000000e+01
39              	-1.20000000e+01
39.05           	-1.20000000e+01
39.1            	-1.20000000e+01
39.15           	-1.20000000e+01
39.2            	-1.20000000e+01
39.25           	-1.20000000e+01
39.3            	-1.20000000e+01
39.35           	-1.20000000e+01
39.4            	-1.20000000e+01
39.45           	-1.20000000e+01
39.5            	-1.20000000e+01
39.55           	-1.20000000e+01
39.6            	-1.20000000e+01
39.65           	-1.20000000e+01
39.7            	-1.20000000e+01
39.75           	-1.20000000e+01
39.8            	-1.20000000e+01
39.85           	-1.20000000e+01
39.9            	-1.20000000e+01
39.95           	-1.20000000e+01
40              	-1.20000000e+01
40.05           	-1.20000000e+01
40.1            	-1.20000000e+01
40.15           	-1.20000000e+01
40.2            	-1.20000000e+01
40.25           	-1.20000000e+01
40.3            	-1.20000000e+01
40.35           	-1.20000000e+01
40.4            	-1.20000000e+01
40.45           	-1.20000000e+01
40.5            	-1.20000000e+01
40.55           	-1.20000000e+01
40.6            	-1.20000000e+01
40.65           	-1.20000000e+01
40.7            	-1.20000000e+01
40.75           	-1.20000000e+01
40.8            	-1.20000000e+01
40.85           	-1.20000000e+01
40.9            	-1.20000000e+01
40.95           	-1.20000000e+01
41              	-1.20000000e+01
41.05           	-1.20000000e+01
41.1            	-1.20000000e+01
41.15           	-1.20000000e+01
41.2            	-1.20000000e+01
41.25           	-1.20000000e+01
41.3            	-1.20000000e+01
41.35           	-1.20000000e+01
41.4            	-1.20000000e+01
41.45           	-1.20000000e+01
41.5            	-1.20000000e+01
41.55           	-1.20000000e+01
41.6            	-1.20000000e+01
41.65           	-1.20000000e+01
41.7            	-1.20000000e+01
41.75           	-1.20000000e+01
41.8            	-1.20000000e+01
41.85           	-1.20000000e+01
41.9            	-1.20000000e+01
41.95           	-1.20000000e+01
42              	-1.20000000e+01
42.05           	-1.20000000e+01
42.1            	-1.20000000e+01
42.15           	-1.20000000e+01
42.2            	-1.20000000e+01
42.25           	-1.20000000e+01
42.3            	-1.20000000e+01
42.35           	-1.20000000e+01
42.4            	-1.20000000e+01
42.45           	-1.20000000e+01
42.5            	-1.20000000e+01
42.55           	-1.20000000e+01
42.6            	-1.20000000e+01
42.65           	-1.20000000e+01
42.7            	-1.20000000e+01
42.75           	-1.20000000e+01
42.8            	-1.20000000e+01
42.85           	-1.20000000e+01
42.9            	-1.20000000e+01
42.95           	-1.20000000e+01
43              	-1.20000000e+01
43.05           	-1.20000000e+01
43.1            	-1.20000000e+01
43.15           	-1.20000000e+01
43.2            	-1.20000000e+01
43.25           	-1.20000000e+01
43.3            	-1.20000000e+01
43.35           	-1.20000000e+01
43.4            	-1.20000000e+01
43.45           	-1.20000000e+01
43.5            	-1.20000000e+01
43.55           	-1.20000000e+01
43.6            	-1.20000000e+01
43.65           	-1.20000000e+01
43.7            	-1.20000000e+01
43.75           	-1.20000000e+01
43.8            	-1.20000000e+01
43.85           	-1.20000000e+01
43.9            	-1.20000000e+01
43.95           	-1.20000000e+01
44              	-1.20000000e+01
44.05           	-1.20000000e+01
44.1            	-1.20000000e+01
44.15           	-1.20000000e+01
44.2            	-1.20000000e+01
44.25           	-1.20000000e+01
44.3            	-1.20000000e+01
44.35           	-1.20000000e+01
44.4            	-1.20000000e+01
44.45           	-1.20000000e+01
44.5            	-1.20000000e+01
44.55           	-1.20000000e+01
44.6            	-1.20000000e+01
44.65           	-1.20000000e+01
44.7            	-1.20000000e+01
44.75           	-1.20000000e+01
44.8            	-1.20000000e+01
44.85           	-1.20000000e+01
44.9            	-1.20000000e+01
44.95           	-1.20000000e+01
45              	-1.20000000e+01
45.05           	-1.20000000e+01
45.1            	-1.20000000e+01
45.15           	-1.20000000e+01
45.2            	-1.20000000e+01
45.25           	-1.20000000e+01
45.3            	-1.20000000e+01
45.35           	-1.20000000e+01
45.4            	-1.20000000e+01
45.45           	-1.20000000e+01
45.5            	-1.20000000e+01
45.55           	-1.20000000e+01
45.6            	-1.20000000e+01
45.65           	-1.20000000e+01
45.7            	-1.20000000e+01
45.75           	-1.20000000e+01
45.8            	-1.20000000e+01
45.85           	-1.20000000e+01
45.9            	-1.20000000e+01
45.95           	-1.20000000e+01
46              	-1.20000000e+01
46.05           	-1.20000000e+01
46.1            	-1.20000000e+01
46.15           	-1.20000000e+01
46.2            	-1.20000000e+01
46.25           	-1.20000000e+01
46.3            	-1.20000000e+01
46.35           	-1.20000000e+01
46.4            	-1.20000000e+01
46.45           	-1.20000000e+01
46.5            	-1.20000000e+01
46.55           	-1.20000000e+01
46.6            	-1.20000000e+01
46.65           	-1.20000000e+01
